"2020-04","2020-05","2020-06","2020-07","2020-08","2020-09","2020-10","2020-11","2020-12","2021-01","2021-02","2021-03","2021-04","2021-05","2021-06","2021-07","2021-08","2021-09","2021-10","2021-11","2021-12","2022-01","2022-02","2022-03","2022-04","2022-05","2022-06","2022-07","2022-08","2022-09","2022-10","2022-11","2022-12","2023-01","2023-02","2023-03"
"1464.03","1563.67","1558.77","1496.06","1618.18","1625.49","1579.33","1754.92","1804.68","1808.78","1864.49","1954.0","1898.24","1922.98","1943.57","1901.08","1960.7","2030.16","2001.18","1928.35","1992.33","1895.93","1886.93","1946.4","1899.62","1912.67","1870.82","1940.31","1963.16","1835.94","1929.43","1985.57","1891.71","1975.27","1993.28","2003.5"
