"2020-04","2020-05","2020-06","2020-07","2020-08","2020-09","2020-10","2020-11","2020-12","2021-01","2021-02","2021-03","2021-04","2021-05","2021-06","2021-07","2021-08","2021-09","2021-10","2021-11","2021-12","2022-01","2022-02","2022-03","2022-04","2022-05","2022-06","2022-07","2022-08","2022-09","2022-10","2022-11","2022-12","2023-01","2023-02","2023-03"
"1351.08","1431.26","1568.75","1538.61","1522.64","1615.81","1625.49","1607.95","1768.38","1794.59","1829.84","1902.48","1957.64","1927.4","1926.18","1939.21","1940.05","1980.79","1986.31","2044.72","1936.74","2030.22","1896.06","1897.17","1944.27","1898.35","1938.64","1845.04","1960.11","1935.49","1847.58","1938.5","1986.46","1868.15","1972.23","1997.81"
